DIN.PIN,Brand.Name,Manufacturer.Code,Dosage.Form,Strength,Effective.Date,End.Date,Active.Ingredients,Active.Ingredient.Class.and.Use,Active.Ingredient.Dose,Other.Notes,conversion_factor,
2373025,Durela,CIP,cap,200mg,2012-05-24,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2373033,Durela,CIP,cap,300mg,2012-05-24,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2378272,Nucynta IR,JAN,tab,50mg,2012-05-10,,tapentadol,opioid- long term pain relief for moderate to severe breakthrough pain (administration in more frequent than controlled release formulations),,,0.333,
2378280,Nucynta IR,JAN,tab,75mg,2012-05-10,,tapentadol,opioid- long term pain relief for moderate to severe breakthrough pain (administration in more frequent than controlled release formulations),,,0.333,
2378299,Nucynta IR,JAN,tab,100mg,2012-05-10,,tapentadol,opioid- long term pain relief for moderate to severe breakthrough pain (administration in more frequent than controlled release formulations),,,0.333,
2383209,Co Tramadol/Acet,COB,tab,37.5mg & 325mg,2012-06-01,,tramadol hydrochloride + acetaminophen,opioid- short-term acute pain management (<5 days supply),,,0.1,
2386844,Co Fentanyl Matrix Patch,COB,trans patch,12mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.84,
2386852,Co Fentanyl Matrix Patch,COB,trans patch,25mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2386879,Co Fentanyl Matrix Patch,COB,trans patch,50mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2386887,Co Fentanyl Matrix Patch,COB,trans patch,75mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2386895,Co Fentanyl Matrix Patch,COB,trans patch,100mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2387425,Targin,PFP,er tab,2.5mg & 5mg,2012-11-23,,oxycodone hydrochloride+ naloxone hydrochloride,opioid- moderate to severe chronic pain management (non-cancer pain),5mg,,1.5,
2388197,Ran-Tramadol/Acet,RAN,tab,37.5mg & 325mg,2012-11-02,,tramadol hydrochloride + acetaminophen,opioid- short-term acute pain management (<5 days supply),37.5mg,,0.1,
2388294,Tramaphen-Odan,ODN,tab,37.5mg & 325mg,2012-11-29,,tramadol hydrochloride + acetaminophen,opioid- short-term acute pain management (<5 days supply),37.5mg,,0.1,
2388308,Jamp-Acet-Tramadol,JPC,tab,37.5mg & 325mg,2012-10-01,,tramadol hydrochloride + acetaminophen,opioid- short-term acute pain management (<5 days supply),37.5mg,,0.1,
2388324,Mar-Tramadol/Acet,MAR,tab,37.5mg & 325mg,2012-10-01,,tramadol hydrochloride + acetaminophen,opioid- short-term acute pain management (<5 days supply),37.5mg,,0.1,
2394170,Co Oxycodone CR,COB,er tab,5mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2394189,Co Oxycodone CR,COB,er tab,10mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2394197,Co Oxycodone CR,COB,er tab,20mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2394200,Co Oxycodone CR,COB,er tab,40mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2394219,Co Oxycodone CR,COB,er tab,80mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2394766,Apo-Oxycodone CR,APX,er tab,15mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2394774,Apo-Oxycodone CR,APX,er tab,30mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2394782,Apo-Oxycodone CR,APX,er tab,60mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2395665,Fentanyl Patch ,PRD,trans patch,25mcg/hr,2015-07-31,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2395673,Fentanyl Patch ,PRD,trans patch,50mcg/hr,2015-07-31,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2395681,Fentanyl Patch ,PRD,trans patch,75mcg/hr,2015-07-31,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2395703,Fentanyl Patch ,PRD,trans patch,100mcg/hr,2015-07-31,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2396696,Mylan-Fentanyl Matrix Patch,MYL,trans patch,12mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.84,
2396718,Mylan-Fentanyl Matrix Patch,MYL,trans patch,25mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.88,
2396726,Mylan-Fentanyl Matrix Patch,MYL,trans patch,50mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,4.04,
2396734,Mylan-Fentanyl Matrix Patch,MYL,trans patch,75mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
2396742,Mylan-Fentanyl Matrix Patch,MYL,trans patch,100mcg/hr,2013-03-08,,fentanyl,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
2397056,Jamp-Alprazolam,JPC,tab,1mg,2025-01-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2397064,Jamp-Alprazolam,JPC,tab,2mg,2025-01-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2397501,Sandoz Oxycodone CR,SDZ,er tab,5mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2397536,PMS-Oxycodone CR,PMS,er tab,5mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2397544,PMS-Oxycodone CR,PMS,er tab,15mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2397552,PMS-Oxycodone CR,PMS,er tab,30mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2397560,PMS-Oxycodone CR,PMS,er tab,60mg,2012-11-27,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
2400111,Jamp-Alprazolam,JPC,tab,0.25mg,2013-05-13,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2400138,Jamp-Alprazolam,JPC,tab,0.5mg,2013-05-13,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2400146,Jamp-Alprazolam,JPC,tab,1mg,2014-02-27,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2400154,Jamp-Alprazolam,JPC,tab,2mg,2014-02-27,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2401657,PMS-Tramadol-Acet,PMS,tab,37.5mg & 325mg,2013-06-14,,tramadol hydrochloride + acetaminophen,opioid- short-term acute pain management (<5 days supply),,,0.1,
2404877,Riva-Alprazolam ,RIA,tab,0.25mg,2015-07-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2404885,Riva-Alprazolam ,RIA,tab,0.5mg,2015-07-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2404893,Riva-Alprazolam ,RIA,tab,1mg,2015-07-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2404907,Riva-Alprazolam ,RIA,tab,2mg,2015-07-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2408007,Fentora,TEV,sl tab,100mcg,2015-07-10,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2408015,Fentora,TEV,sl tab,200mcg,2015-07-10,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2408023,Fentora,TEV,sl tab,400mcg,2015-07-10,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2408031,Fentora,TEV,sl tab,600mcg,2015-07-10,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2408058,Fentora,TEV,sl tab,800mcg,2015-07-10,,fentanyl citrate,opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration,,Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days),0.13,
2408090,Mylan-Buprenorphine/Naloxone,MYL,sl tab,2mg & 0.5mg,2013-10-10,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,2mg,,38.8,
2408104,Mylan-Buprenorphine/Naloxone,MYL,sl tab,8mg & 2mg,2013-10-10,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,8mg,,38.8,
2410745,Apo-Lorazepam Sublingual,APX,sl tab,0.5mg,2013-10-10,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset,,,5,
2410753,Apo-Lorazepam Sublingual,APX,sl tab,1mg,2013-10-10,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset,,,5,
2410761,Apo-Lorazepam Sublingual,APX,sl tab,2mg,2013-10-10,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset,,,5,
2413728,PMS-Methylphenidate ER,PMS,sr tab,18mg,2014-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2413736,PMS-Methylphenidate ER,PMS,sr tab,27mg,2014-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2413744,PMS-Methylphenidate ER,PMS,sr tab,36mg,2014-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2413752,PMS-Methylphenidate ER,PMS,sr tab,54mg,2014-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2415577,Nucynta ER,JAN,er tab,50mg,2014-05-02,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2415585,Nucynta ER,JAN,er tab,100mg,2014-05-02,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2415593,Nucynta ER,JAN,er tab,150mg,2014-05-02,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2415607,Nucynta ER,JAN,er tab,200mg,2014-05-02,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2415615,Nucynta ER,JAN,er tab,250mg,2014-05-02,,tapentadol,opioid- long term pain relief for moderate to severe pain,,,0.333,
2417634,Nat-Alprazolam,NAT,tab,0.25mg,2015-10-29,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2417642,Nat-Alprazolam,NAT,tab,0.5mg,2015-10-29,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2417650,Nat-Alprazolam,NAT,tab,1mg,2015-10-29,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2417669,Nat-Alprazolam,NAT,tab,2mg,2016-11-30,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia,,,10,
2424851,Teva-Buprenorphine/Naloxone,TEV,sl tab,2mg & 0.5mg,2015-02-26,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,3mg,,38.8,
2424878,Teva-Buprenorphine/Naloxone,TEV,sl tab,8mg & 2mg,2015-02-26,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,8mg,,38.8,
2425599,Mylan-Tramadol/Acet,MYL,tab,37.5mg & 325mg,2015-03-31,,tramadol hydrochloride,opioid- post-operative pain and muscoskeletal injuries (short-term),37.5mg,,0.1,
2426153,Apo-Tramadol,APX,tab,50mg,2014-08-01,,tramadol hydrochloride,opioid- post-operative pain and muscoskeletal injuries (short-term),,,0.1,
2429810,Lorazepam,SIV,tab,1mg,2016-07-15,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset,,,5,
2429829,Lorazepam,SIV,tab,2mg,2016-07-15,,lorazepam,bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset,,,5,
2434601,Jamp Alprazolam,JPC,tab,0.25mg,2022-03-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2434628,Jamp Alprazolam,JPC,tab,0.5mg,2022-03-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2434636,Jamp Alprazolam,JPC,tab,1mg,2022-03-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2434644,Jamp Alprazolam,JPC,tab,2mg,2022-03-31,,alprazolam,bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia,,,10,
2439239,Act Amphetamine XR,ACV,er cap,5mg,2015-10-29,,mixed amphetamine salts,stimulant- adhd,,,1,
2439247,Act Amphetamine XR,ACV,er cap,10mg,2015-10-29,,mixed amphetamine salts,stimulant- adhd,,,1,
2439255,Act Amphetamine XR,ACV,er cap,15mg,2015-10-29,,mixed amphetamine salts,stimulant- adhd,,,1,
2439263,Act Amphetamine XR,ACV,er cap,20mg,2015-10-29,,mixed amphetamine salts,stimulant- adhd,,,1,
2439271,Act Amphetamine XR,ACV,er cap,25mg,2015-10-29,,mixed amphetamine salts,stimulant- adhd,,,1,
2439298,Act Amphetamine XR,ACV,er cap,30mg,2015-10-29,,mixed amphetamine salts,stimulant- adhd,,,1,
2440369,PMS-Amphetamines XR,PMS,er cap,5mg,2017-03-28,,mixed amphetamine salts,stimulant- adhd,,,1,
2440377,PMS-Amphetamines XR,PMS,er cap,10mg,2017-03-28,,mixed amphetamine salts,stimulant- adhd,,,1,
2440385,PMS-Amphetamines XR,PMS,er cap,15mg,2017-03-28,,mixed amphetamine salts,stimulant- adhd,,,1,
2440393,PMS-Amphetamines XR,PMS,er cap,20mg,2017-03-28,,mixed amphetamine salts,stimulant- adhd,,,1,
2440407,PMS-Amphetamines XR,PMS,er cap,25mg,2017-03-28,,mixed amphetamine salts,stimulant- adhd,,,1,
2440415,PMS-Amphetamines XR,PMS,er cap,30mg,2017-03-28,,mixed amphetamine salts,stimulant- adhd,,,1,
2441934,Act Methylphenidate ER,ACV,sr tab,18mg,2018-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2441942,Act Methylphenidate ER,ACV,sr tab,27mg,2018-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2441950,Act Methylphenidate ER,ACV,sr tab,36mg,2018-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2441969,Act Methylphenidate ER,ACV,sr tab,54mg,2018-04-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2442027,Clonazepam,SIV,tab,0.25mg,2016-07-15,,clonazepam,"bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia",,,10,
2442035,Clonazepam,SIV,tab,0.5mg,2016-07-15,,clonazepam,"bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia",,,10,
2442043,Clonazepam,SIV,tab,1mg,2016-07-15,,clonazepam,"bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia",,,10,
2442051,Clonazepam,SIV,tab,2mg,2016-07-15,,clonazepam,"bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia",,,10,
2443236,Apo-Dextroamphetamine,APX,tab,5mg,2015-12-18,,dextroamphetamine sulfate,stimulant- adhd medication and sometimes used for narcolepsy,,,1.16,
2445492,Apo-Amphetamine XR,APX,er cap,5mg,2019-07-31,,mixed amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2445506,Apo-Amphetamine XR,APX,er cap,10mg,2019-07-31,,mixed amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2445514,Apo-Amphetamine XR,APX,er cap,15mg,2019-07-31,,mixed amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2445522,Apo-Amphetamine XR,APX,er cap,20mg,2019-07-31,,mixed amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2445530,Apo-Amphetamine XR,APX,er cap,25mg,2019-07-31,,mixed amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2445549,Apo-Amphetamine XR,APX,er cap,30mg,2019-07-31,,mixed amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2448319,Act Dextroamphetamine SR,ACV,sr cap,10mg,2018-04-30,,dextroamphetamine sulfate,stimulant- adhd medication and sometimes used for narcolepsy,,,1.16,
2448327,Act Dextroamphetamine SR,ACV,sr cap,15mg,2018-04-30,,dextroamphetamine sulfate,stimulant- adhd medication and sometimes used for narcolepsy,,,1.16,
2450429,Taro-Tramadol ER,TAR,er tab,100mg,2016-04-01,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2450437,Taro-Tramadol ER,TAR,er tab,200mg,2016-04-01,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2450445,Taro-Tramadol ER,TAR,er tab,300mg,2016-04-01,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2450771,Butrans 15,PFP,trans patch,15mcg/hr,2016-07-15,,buprenorphine,opioid- moderate to severe chronic pain management (non-cancer pain),,,2.2,
2452731,Apo-Methylphenidate ER,APX,sr tab,18mg,2016-09-23,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2452758,Apo-Methylphenidate ER,APX,sr tab,27mg,2016-09-23,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2452766,Apo-Methylphenidate ER,APX,sr tab,36mg,2016-09-23,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2453703,Wampole-Acetaminophen/Codeine/Caffeine,JPC,tab,300mg & 8mg & 15mg,10/30/2017,,acetaminophen + caffeine + codeine phosphate,opioid- short term mild pain management,15mg,,0.15,
2453800,Bar-Morphine SR,BRD,sr tab,15mg,2016-07-15,,morphine sulfate,opioid- long term pain relief for moderate to severe pain,,,1,
2453827,Bar-Morphine SR,BRD,sr tab,30mg,2016-07-15,,morphine sulfate,opioid- long term pain relief for moderate to severe pain,,,1,
2453843,Bar-Morphine SR,BRD,sr tab,60mg,2016-07-15,,morphine sulfate,opioid- long term pain relief for moderate to severe pain,,,1,
2453851,Bar-Morphine SR,BRD,sr tab,100mg,2016-07-15,,morphine sulfate,opioid- long term pain relief for moderate to severe pain,,,1,
2453878,Bar-Morphine SR,BRD,sr tab,200mg,2016-07-15,,morphine sulfate,opioid- long term pain relief for moderate to severe pain,,,1,
2453908,Act Buprenorphine/Naloxone,ACV,sl tab,2mg & 0.5mg,2018-01-31,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,2mg,,38.8,
2453916,Act Buprenorphine/Naloxone,ACV,sl tab,8mg & 2mg,2018-01-31,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,8mg,,38.8,
2454440,Apo-Fentanyl Matrix,APX,trans patch,12mcg/hr,2016-07-15,,fentanyl citrate,opioid,,,3.84,
2457288,Sandoz Amphetamine XR,SDZ,er cap,5mg,2017-02-28,,amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2457296,Sandoz Amphetamine XR,SDZ,er cap,10mg,2017-02-28,,amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2457318,Sandoz Amphetamine XR,SDZ,er cap,15mg,2017-02-28,,amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2457326,Sandoz Amphetamine XR,SDZ,er cap,20mg,2017-02-28,,amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2457334,Sandoz Amphetamine XR,SDZ,er cap,25mg,2017-02-28,,amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2457342,Sandoz Amphetamine XR,SDZ,er cap,30mg,2017-02-28,,amphetamine salts,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2465221,Belbuca,PFP,soluble film foil pk.,75mcg,2018-04-09,,buprenorphine hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.039,
2465248,Belbuca,PFP,soluble film foil pk.,150mcg,2018-04-13,,buprenorphine hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.039,
2465256,Belbuca,PFP,soluble film foil pk.,300mcg,2018-04-13,,buprenorphine hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.039,
2465264,Belbuca,PFP,soluble film foil pk.,450mcg,2018-04-13,,buprenorphine hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.039,
2465272,Belbuca,PFP,soluble film foil pk.,600mcg,2018-04-13,,buprenorphine hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.039,
2465280,Belbuca,PFP,soluble film foil pk.,750mcg,2018-04-13,,buprenorphine hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.039,
2465299,Belbuca,PFP,soluble film foil pk.,900mcg,2018-04-13,,buprenorphine hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.039,
2468085,Suboxone,IND,sl tab,12mg & 3mg,2018-05-11,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,12mg,,38.8,
2468093,Suboxone,IND,sl tab,16mg & 4mg,2018-05-11,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,16mg,,38.8,
2469650,NRA-Tramadol/ACET,NRA,tab,37.5mg & 325mg,2022-04-29,,tramadol hydrochloride + acetaminophen,opioid- short-term acute pain management (<5 days supply),,,0.1,
2470292,Foquest,PFP,cr cap,25mg,2018-01-26,,methylphenidate hydrochloride,stimulant- adhd medication,,,1,
2470306,Foquest,PFP,cr cap,35mg,2018-01-26,,methylphenidate hydrochloride,stimulant- adhd medication,,,1,
2470314,Foquest,PFP,cr cap,45mg,2018-01-26,,methylphenidate hydrochloride,stimulant- adhd medication,,,1,
2470322,Foquest,PFP,cr cap,55mg,2018-01-26,,methylphenidate hydrochloride,stimulant- adhd medication,,,1,
2470330,Foquest,PFP,cr cap,70mg,2018-01-26,,methylphenidate hydrochloride,stimulant- adhd medication,,,1,
2470349,Foquest,PFP,cr cap,85mg,2018-01-26,,methylphenidate hydrochloride,stimulant- adhd medication,,,1,
2470357,Foquest,PFP,cr cap,100mg,2018-01-26,,methylphenidate hydrochloride,stimulant- adhd medication,,,1,
2476614,Apo-HYDROmorphone CR,APX,cr cap,3mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2476622,Apo-HYDROmorphone CR,APX,cr cap,4.5mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2476630,Apo-HYDROmorphone CR,APX,cr cap,6mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2476649,Apo-HYDROmorphone CR,APX,cr cap,9mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2476657,Apo-HYDROmorphone CR,APX,cr cap,12mg,2018-12-21,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2476665,Apo-HYDROmorphone CR,APX,cr cap,18mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2476673,Apo-HYDROmorphone CR,APX,cr cap,24mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2476681,Apo-HYDROmorphone CR,APX,cr cap,30mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,5,
2478889,Sandoz Morphine SR,SDZ,sr tab,100mg,2019-02-28,,morphine sulfate,opioid- long term pain relief for moderate to severe pain,,,1,
2478897,Sandoz Morphine SR,SDZ,sr tab,200mg,2019-02-28,,morphine sulfate,opioid- long term pain relief for moderate to severe pain,,,1,
2479672,Auro-Tramadol,AUR,tab,50mg,2019-06-28,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2480859,Mar-Tramadol,MAR,tab,50mg,2019-09-30,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2490226,Vyvanse,SHI,tab (chewable),10mg,2019-09-13,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2490234,Vyvanse,SHI,tab (chewable),20mg,2019-09-13,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2490242,Vyvanse,SHI,tab (chewable),30mg,2019-09-13,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2490250,Vyvanse,SHI,tab (chewable),40mg,2019-09-13,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2490269,Vyvanse,SHI,tab (chewable),50mg,2019-09-13,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2490277,Vyvanse,SHI,tab (chewable),60mg,2019-09-13,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2493764,Sandoz Tramadol,SDZ,tab,50mg,2021-02-12,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2495783,Jamp Methadone Oral Concentrate,JPC,oral concentrate (unflavoured),10mg/mL,2022-08-31,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
2495872,Odan-Methadone,ODN,oral concentrate (cherry flavour),10mg/mL,2020-08-14,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
2495880,Odan-Methadone,ODN,oral concentrate (unflavoured),10mg/mL,2020-08-14,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
2502313,Suboxone,IND,soluble film,2mg & 0.5mg,2021-07-16,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,2mg,,38.8,
2502321,Suboxone,IND,soluble film,4mg & 1mg,2021-07-16,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,4mg,,38.8,
